"full_name","spec_B","spec_T","spkid","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
"465098 (2006 UQ217)",,,20465098,465098,,,Y,N,0,16.62,,,,,,,2.073,,0.097,,,,,,,0.37,"JPL 94",2460600.5,60600,2024-10-17.0,J2000,0.5897,2.989,1.226,22.22,84.58,240.30,195.77,4.75,0.1907,2461461.55,2027-02-25.0,1.89e+03,5.17,0.351,137,1.45,2.87,6.8e-08,5.7e-08,2.2e-07,1.0e-05,2.1e-05,2.5e-05,3.0e-05,9.0e-08,5.4e-09,1.8e-04,5.4e-05,AMO,"Otto Matic",5934,2006-10-31,2023-01-29,399,,,0,.49873,,,,,,,,,
"465166 (2007 EL)",,,20465166,465166,,,Y,N,0,19.55,,,,,,,,,,,,,,,,,"JPL 34",2460600.5,60600,2024-10-17.0,J2000,0.2757,1.497,1.084,34.32,357.25,299.35,129.92,1.91,0.5382,2460359.10,2024-02-18.6,669,1.83,0.198,77,3.66,4.33,8.0e-08,7.1e-09,1.2e-07,4.4e-05,1.4e-05,5.7e-05,5.3e-05,9.0e-09,3.8e-09,9.9e-05,4.7e-06,AMO,"Otto Matic",8954,1996-03-17,2020-09-21,127,,,0,.56299,,,,,,,,,
"465402 (2008 HW1)",,,20465402,465402,,,Y,N,0,17.38,,,,,,,,,,,,,,,,,"JPL 64",2460600.5,60600,2024-10-17.0,J2000,0.9601,2.587,0.103,10.47,127.46,250.71,335.17,5.07,0.2369,2460705.31,2025-01-29.8,1.52e+03,4.16,0.107,41.6,0.879,2.4,1.5e-08,2.0e-08,3.9e-08,6.4e-06,7.2e-05,7.0e-05,1.5e-05,4.0e-08,2.8e-09,6.4e-05,1.8e-05,APO,"Otto Matic",4766,2008-03-30,2021-04-17,382,,,0,.53535,,,,,,,,,
"465616 (2009 EC)",,,20465616,465616,,,Y,N,0,18.83,,,,,,,,,,48.6,,,,,,,"JPL 75",2460600.5,60600,2024-10-17.0,J2000,0.3648,1.768,1.123,37.64,28.61,226.04,196.73,2.41,0.4191,2460990.05,2025-11-10.5,859,2.35,0.207,80.5,2.81,3.8,5.9e-08,8.1e-09,1.1e-07,1.9e-05,7.2e-06,2.0e-05,2.2e-05,1.1e-08,2.9e-09,5.4e-05,5.9e-06,AMO,"Otto Matic",5195,2009-03-01,2023-05-22,409,,,0,.46895,,,,,,,,,
"465617 (2009 EK1)",,,20465617,465617,,,Y,Y,0,21.36,,,,,,,,,,,,,,,,,"JPL 31",2460600.5,60600,2024-10-17.0,J2000,0.2290,1.241,0.957,9.12,358.38,21.87,230.00,1.53,0.713,2460782.83,2025-04-17.3,505,1.38,0.032,12.4,3.94,5.13,9.3e-08,1.4e-08,1.2e-07,6.7e-06,3.7e-05,4.3e-05,2.8e-05,1.7e-08,1.2e-08,4.1e-05,8.3e-06,APO,"Otto Matic",7813,2001-12-18,2023-05-10,86,,,0,.5177,,,,-9.4e-14,3.1e-14,,,,
"465633 (2009 JR5)",,,20465633,465633,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,"JPL 44",2460600.5,60600,2024-10-17.0,J2000,0.3514,1.252,0.812,3.95,128.18,309.95,139.11,1.69,0.7032,2460402.68,2024-04-02.1,512,1.4,0.0241,9.37,3.57,5.07,1.1e-07,3.1e-09,1.4e-07,3.1e-06,9.5e-05,9.7e-05,1.1e-05,4.2e-09,2.6e-09,1.5e-05,1.9e-06,APO,"Otto Matic",6528,2005-08-03,2023-06-18,156,,,0,.73091,,,,,,,,,
"465749 (2009 WO6)",,,20465749,465749,,,Y,N,0,17.31,,,,,,,2.490,,0.034,86.2,,,,,,0.01,"JPL 114",2460600.5,60600,2024-10-17.0,J2000,0.5831,3.081,1.285,28.79,76.22,30.33,252.98,4.88,0.1822,2461187.84,2026-05-27.3,1.98e+03,5.41,0.345,134,0.882,2.79,4.3e-08,2.2e-08,1.3e-07,7.7e-06,9.0e-06,1.4e-05,3.1e-06,3.5e-08,2.0e-09,2.1e-05,2.1e-05,AMO,"Otto Matic",4243,2009-10-18,2021-05-31,497,,,0,.46393,,,,,,,,,
"465824 (2010 FR)",,,20465824,465824,,,Y,Y,0,21.69,,,,,,,,,,,,,,,,,"JPL 60",2460600.5,60600,2024-10-17.0,J2000,0.3654,1.131,0.718,14.24,167.27,272.73,98.40,1.54,0.819,2460480.36,2024-06-18.8,440,1.2,0.00518,2.02,3.76,5.44,4.7e-08,2.4e-09,5.5e-08,9.5e-06,1.3e-05,6.3e-06,8.0e-06,3.3e-09,2.6e-09,9.6e-06,1.4e-06,APO,"Otto Matic",3824,2010-03-18,2020-09-05,252,,,0,.51839,,,,,,,,,
"465826 (2010 GA24)",,,20465826,465826,,,Y,Y,0,21.09,,,,,,,0.150,,0.285,,,,,,,0.01,"JPL 43",2460600.5,60600,2024-10-17.0,J2000,0.5468,2.097,0.950,7.68,30.66,237.57,261.43,3.24,0.3247,2460904.10,2025-08-16.6,1.11e+03,3.04,0.0494,19.2,1.93,3.54,5.0e-08,1.1e-08,1.0e-07,7.2e-06,2.1e-05,2.8e-05,1.7e-05,1.7e-08,2.6e-09,5.3e-05,8.9e-06,APO,"Otto Matic",2348,2010-04-04,2016-09-07,241,,,0,.4301,,,,,,,,,
"465853 (2010 RJ42)",,,20465853,465853,,,Y,N,0,19.60,,,,,,,,,,,,,,,,,"JPL 30",2460600.5,60600,2024-10-17.0,J2000,0.3232,1.629,1.103,33.10,341.25,249.63,352.96,2.16,0.474,2460615.36,2024-10-31.8,760,2.08,0.282,110,3.15,4.08,1.5e-07,5.5e-08,2.7e-07,3.8e-05,1.6e-05,3.9e-05,1.3e-04,7.3e-08,2.4e-08,2.8e-04,3.9e-05,AMO,"Otto Matic",2034,2010-09-05,2016-03-31,77,,,1,.58358,,,,,,,,,
"465892 (2010 UT7)",,,20465892,465892,,,Y,Y,0,19.70,,,,,,,,,,,,,,,,,"JPL 38",2460600.5,60600,2024-10-17.0,J2000,0.6605,1.584,0.538,25.43,65.75,277.34,28.06,2.63,0.4945,2460543.77,2024-08-21.2,728,1.99,0.0186,7.23,3.2,4.03,9.0e-08,1.9e-08,1.4e-07,1.2e-05,2.4e-05,2.3e-05,4.0e-05,3.1e-08,8.7e-09,8.1e-05,1.3e-05,APO,"Otto Matic",4933,2010-10-29,2024-05-01,111,,,0,.66843,,,,,,,,,
"466053 (2011 QF23)",,,20466053,466053,,,Y,N,0,19.11,,,,,,,,,,,,,,,,,"JPL 40",2460600.5,60600,2024-10-17.0,J2000,0.3765,1.869,1.165,24.55,160.89,164.02,52.82,2.57,0.3857,2460463.55,2024-06-02.0,933,2.56,0.166,64.7,2.83,3.79,1.1e-07,4.8e-08,2.2e-07,1.4e-05,9.3e-06,5.6e-05,9.5e-05,6.6e-08,1.5e-08,2.4e-04,3.6e-05,AMO,"Otto Matic",3553,2011-08-26,2021-05-18,244,,,0,.3483,,,,,,,,,
"466130 (2012 FZ23)",,,20466130,466130,,,Y,Y,0,18.25,,,,,,,,,,,,,,,,,"JPL 40",2460600.5,60600,2024-10-17.0,J2000,0.6104,2.483,0.967,75.62,179.33,358.13,71.08,4.00,0.252,2460318.41,2024-01-08.9,1.43e+03,3.91,0.0266,10.3,0.971,2.37,2.2e-08,1.3e-08,5.5e-08,2.3e-05,2.3e-06,1.4e-05,1.0e-05,2.1e-08,2.0e-09,3.8e-05,1.1e-05,APO,"Otto Matic",3070,2012-03-23,2020-08-18,253,1,1,0,.31743,,,,,,,,,
"466191 (2012 KL45)",,,20466191,466191,,,Y,N,0,18.80,,,,,,,,,,,,,,,,,"JPL 44",2460600.5,60600,2024-10-17.0,J2000,0.3566,1.687,1.086,25.12,100.60,203.06,223.51,2.29,0.4497,2460904.03,2025-08-16.5,801,2.19,0.0906,35.3,2.96,4.05,8.2e-08,1.4e-08,1.3e-07,9.7e-06,2.1e-05,3.1e-05,3.2e-05,1.9e-08,5.6e-09,7.4e-05,1.0e-05,AMO,"Otto Matic",4241,2012-05-28,2024-01-07,153,,,0,.45169,,,,,,,,,
"466507 (2014 FK33)",,,20466507,466507,,,Y,N,0,20.82,,,,,,,,,,,,,,,,,"JPL 45",2460600.5,60600,2024-10-17.0,J2000,0.5034,0.9755,0.484,26.96,15.77,328.19,207.44,1.47,1.023,2460749.65,2025-03-15.1,352,0.964,0.164,63.7,4.01,6,5.7e-07,4.6e-08,5.8e-07,3.9e-05,1.2e-05,3.8e-05,2.5e-04,6.9e-08,7.3e-08,2.6e-04,2.5e-05,ATE,"Otto Matic",759,2014-03-25,2016-04-22,184,,,1,.4751,,,,,,,,,
"466508 (2014 GY48)",,,20466508,466508,,,Y,Y,0,18.72,,,,,,,,,,6.82,,,,,,,"JPL 59",2460600.5,60600,2024-10-17.0,J2000,0.4187,1.61,0.936,39.63,37.62,212.80,29.81,2.28,0.4826,2460538.72,2024-08-16.2,746,2.04,0.022,8.58,2.85,4.01,4.3e-08,2.1e-08,7.5e-08,1.9e-05,8.7e-06,1.6e-05,3.5e-05,3.0e-08,9.7e-09,7.0e-05,1.5e-05,APO,"Otto Matic",6393,2002-11-01,2020-05-03,549,,,0,.36665,,,,,,,,,
"467309 (1996 AW1)",,,20467309,467309,,,Y,Y,0,19.95,,,,,,,,,,10.773,,,,,,,"JPL 78",2460600.5,60600,2024-10-17.0,J2000,0.5181,1.534,0.739,4.77,117.51,229.45,90.28,2.33,0.5187,2460426.44,2024-04-25.9,694,1.9,0.0399,15.5,3.1,4.32,2.2e-08,3.5e-09,3.4e-08,5.7e-06,5.2e-05,5.2e-05,7.1e-06,5.4e-09,1.8e-09,1.3e-05,2.4e-06,APO,"Otto Matic",9161,1996-01-14,2021-02-12,355,,,0,.5296,,,,,,,,,
"467317 (2000 QW7)",,,20467317,467317,,,Y,Y,0,19.83,,,,,,,,,,71.57,,,,,,,"JPL 114",2460600.5,60600,2024-10-17.0,J2000,0.4687,1.949,1.035,4.15,158.55,190.99,314.00,2.86,0.3623,2460727.46,2025-02-20.9,994,2.72,0.03,11.7,2.57,3.75,7.2e-09,1.7e-09,1.3e-08,1.7e-06,7.3e-06,9.4e-06,2.6e-06,2.6e-09,4.9e-10,7.3e-06,1.3e-06,AMO,"Otto Matic",7110,2000-08-03,2020-01-21,1294,0,2,0,.36869,,,,,,,,,
"467335 (2002 JA9)",,,20467335,467335,,,Y,N,0,19.12,,,,,,,,,,,,,,,,,"JPL 41",2460600.5,60600,2024-10-17.0,J2000,0.4827,1.986,1.027,10.49,93.51,230.64,322.93,2.94,0.3523,2460705.72,2025-01-30.2,1.02e+03,2.8,0.0889,34.6,2.45,3.69,1.0e-07,9.8e-09,2.0e-07,1.9e-05,9.4e-05,9.9e-05,2.7e-05,1.5e-08,2.6e-09,7.6e-05,7.6e-06,AMO,"Otto Matic",6438,2002-05-05,2019-12-20,120,,,0,.64144,,,,,,,,,
"467336 (2002 LT38)",,,20467336,467336,,,Y,Y,0,20.61,,,,,,,,,,21.8,,,,,,,"JPL 108",2460600.5,60600,2024-10-17.0,J2000,0.3137,0.8452,0.580,6.18,259.27,162.78,120.77,1.11,1.268,2460505.28,2024-07-13.7,284,0.777,0.0348,13.6,4.18,6.92,4.6e-08,1.6e-09,3.9e-08,5.2e-06,1.1e-05,1.5e-05,1.7e-05,2.1e-09,3.7e-09,1.3e-05,8.2e-07,ATE,"Otto Matic",7698,2002-06-10,2023-07-08,833,2,1,0,.28887,,,,2.4e-14,4.0e-15,,,,
"467347 (2003 GR)",,,20467347,467347,,,Y,N,0,20.64,,,,,,,,,,,,,,,,,"JPL 33",2460600.5,60600,2024-10-17.0,J2000,0.3177,1.385,0.945,55.83,21.12,273.02,19.88,1.82,0.6049,2460567.64,2024-09-14.1,595,1.63,0.209,81.4,3.68,4.31,5.6e-08,3.8e-09,7.7e-08,7.1e-05,7.7e-06,4.1e-05,4.2e-05,5.0e-09,2.5e-09,6.9e-05,2.4e-06,APO,"Otto Matic",4948,2003-04-03,2016-10-19,105,,,0,.63754,,,,,,,,,
"467351 (2003 KO2)",,,20467351,467351,,,Y,Y,0,20.36,,,,,,,,,,6.48,,,,,,,"JPL 85",2460600.5,60600,2024-10-17.0,J2000,0.5108,0.7277,0.356,23.49,215.47,204.04,351.18,1.10,1.588,2460606.06,2024-10-22.5,227,0.621,0.0028,1.09,4.28,7.74,8.9e-08,3.3e-09,6.6e-08,1.5e-05,5.9e-06,7.1e-06,2.5e-05,4.9e-09,1.1e-08,1.6e-05,1.5e-06,ATE,"Otto Matic",7676,2003-05-22,2024-05-27,469,,,0,.41107,,,,3.3e-14,4.1e-15,,,,
"467352 (2003 KZ18)",,,20467352,467352,,,Y,N,0,21.32,,,,,,,0.470,,0.026,,,,,,,0.20,"JPL 40",2460600.5,60600,2024-10-17.0,J2000,0.3308,0.949,0.635,23.89,249.95,154.63,272.76,1.26,1.066,2460682.34,2025-01-06.8,338,0.925,0.16,62.4,4.12,6.22,2.6e-07,1.3e-08,2.5e-07,2.3e-05,6.2e-06,3.1e-05,1.2e-04,1.7e-08,2.2e-08,1.2e-04,6.9e-06,ATE,"Otto Matic",4769,2003-05-31,2016-06-20,163,,,0,.52249,,,,,,,,,
"467372 (2004 LG)",,,20467372,467372,,,Y,N,0,18.11,,,,,,,0.874,,0.146,,,,,,,0.01,"JPL 37",2460600.5,60600,2024-10-17.0,J2000,0.8967,2.065,0.213,71.17,256.84,164.72,284.49,3.92,0.3321,2460827.83,2025-06-01.3,1.08e+03,2.97,0.518,202,1.74,2.7,9.7e-07,2.0e-08,2.0e-06,2.0e-04,8.9e-05,2.0e-04,4.4e-05,3.9e-08,4.9e-09,1.3e-04,1.6e-05,APO,"Otto Matic",4360,2004-06-09,2016-05-17,132,,,0,.57,,,,,,,,,
"467460 (2006 JF42)",,,20467460,467460,,,Y,Y,0,19.05,,,,,,,,,,13.98,,,,,,,"JPL 74",2460600.5,60600,2024-10-17.0,J2000,0.5819,0.6715,0.281,5.94,40.83,17.80,307.85,1.06,1.791,2460629.62,2024-11-15.1,201,0.55,0.0027,1.05,4.29,8.33,3.9e-08,4.4e-09,2.6e-08,1.3e-05,2.5e-05,2.9e-05,2.7e-05,7.0e-09,1.8e-08,1.5e-05,2.0e-06,ATE,Giorgini,6236,2006-05-11,2023-06-07,365,3,3,0,.38303,,,,3.7e-14,5.8e-15,,,,
"467475 (2006 RG7)",,,20467475,467475,,,Y,N,0,18.80,,,,,,,,,,13.53,,,,,,,"JPL 94",2460600.5,60600,2024-10-17.0,J2000,0.3502,1.885,1.225,22.02,180.97,192.15,341.11,2.54,0.3809,2460650.09,2024-12-05.5,945,2.59,0.228,88.6,2.92,3.81,3.2e-08,4.1e-09,6.0e-08,4.3e-06,5.9e-06,1.2e-05,6.3e-06,5.5e-09,1.2e-09,1.7e-05,3.1e-06,AMO,"Otto Matic",6544,2006-09-15,2024-08-15,414,,,0,.45756,,,,,,,,,
"467527 (2007 LA15)",,,20467527,467527,,,Y,N,0,19.55,,,,,,,,,,,,,,,,,"JPL 76",2460600.5,60600,2024-10-17.0,J2000,0.3810,1.727,1.069,8.72,152.60,177.05,197.34,2.38,0.4344,2460974.97,2025-10-26.4,829,2.27,0.0584,22.7,2.98,4.07,3.8e-08,4.5e-09,6.4e-08,3.3e-06,2.8e-05,2.8e-05,1.4e-05,6.1e-09,1.7e-09,3.3e-05,3.2e-06,AMO,"Otto Matic",6045,2007-06-13,2023-12-31,361,,,0,.44434,,,,,,,,,
"467609 (2008 AV28)",,,20467609,467609,,,Y,N,0,19.45,,,,,,,,,,,,,,,,,"JPL 50",2460600.5,60600,2024-10-17.0,J2000,0.3367,1.19,0.789,15.29,304.55,5.96,135.26,1.59,0.7595,2460422.41,2024-04-21.9,474,1.3,0.222,86.2,3.67,5.24,1.0e-07,4.0e-09,1.2e-07,1.4e-05,1.7e-05,2.3e-05,2.8e-05,5.4e-09,3.9e-09,3.7e-05,2.4e-06,APO,"Otto Matic",5157,2007-12-19,2022-01-31,165,,,0,.5122,,,,,,,,,
"467835 (2010 SS3)",,,20467835,467835,,,Y,N,0,21.02,,,,,,,,,,,,,,,,,"JPL 31",2460600.5,60600,2024-10-17.0,J2000,0.2423,1.613,1.223,26.48,193.17,101.68,3.69,2.00,0.481,2460592.82,2024-10-09.3,749,2.05,0.386,150,3.37,4.19,2.0e-07,3.8e-08,3.5e-07,2.5e-05,2.1e-05,5.2e-05,8.0e-05,4.7e-08,1.7e-08,1.7e-04,2.6e-05,AMO,"Otto Matic",3487,2010-09-16,2020-04-03,77,,,0,.56515,,,,,,,,,
"467917 (2011 OP24)",,,20467917,467917,,,Y,N,0,19.90,,,,,,,,,,,,,,,,,"JPL 45",2460600.5,60600,2024-10-17.0,J2000,0.5696,1.245,0.536,15.35,144.92,320.90,80.05,1.95,0.7092,2460487.62,2024-06-26.1,508,1.39,0.145,56.5,3.24,4.95,5.0e-08,5.4e-09,6.1e-08,6.1e-06,2.1e-05,2.2e-05,2.5e-05,8.5e-09,4.6e-09,3.5e-05,3.3e-06,APO,"Otto Matic",4347,2011-07-28,2023-06-22,153,,,0,.52317,,,,,,,,,
"467963 (2012 JT17)",,,20467963,467963,,,Y,N,0,18.75,,,,,,,,,,15.69,,,,,,,"JPL 96",2460600.5,60600,2024-10-17.0,J2000,0.6159,2.479,0.952,14.32,224.98,118.03,25.53,4.01,0.2525,2460499.39,2024-07-07.8,1.43e+03,3.9,0.105,40.9,1.8,3.15,1.7e-08,1.3e-08,4.3e-08,6.0e-06,1.2e-05,1.4e-05,6.3e-06,2.1e-08,2.0e-09,2.4e-05,1.1e-05,APO,"Otto Matic",4534,2012-05-15,2024-10-13,449,,,0,.46121,,,,,,,,,
"468004 (2012 XD17)",,,20468004,468004,,,Y,N,0,19.33,,,,,,,,,,,,,,,,,"JPL 29",2460600.5,60600,2024-10-17.0,J2000,0.2348,1.69,1.293,19.06,68.28,255.45,229.32,2.09,0.4487,2460891.76,2025-08-04.2,802,2.2,0.404,157,3.28,4.13,7.2e-08,1.4e-08,1.2e-07,2.1e-05,2.3e-05,4.2e-05,4.6e-05,1.8e-08,5.7e-09,1.0e-04,1.0e-05,AMO,"Otto Matic",4026,2012-12-05,2023-12-14,91,,,0,.55181,,,,,,,,,
"468005 (2012 XD112)",,,20468005,468005,,,Y,Y,0,21.18,,,,,,,,,,,,,,,,,"JPL 75",2460600.5,60600,2024-10-17.0,J2000,0.3658,1.323,0.839,3.72,97.77,76.79,234.88,1.81,0.6476,2460793.70,2025-04-28.1,556,1.52,0.015,5.84,3.16,4.87,2.4e-08,3.0e-09,3.0e-08,4.1e-06,2.5e-05,2.6e-05,1.2e-05,4.0e-09,2.2e-09,1.9e-05,1.9e-06,APO,"Otto Matic",3475,2012-12-10,2022-06-16,323,,,0,.49264,,,,,,,,,
"468117 (2014 ED)",,,20468117,468117,,,Y,N,0,19.18,,,,,,,0.493,,0.139,,,,,,,0.13,"JPL 36",2460600.5,60600,2024-10-17.0,J2000,0.6382,1.547,0.559,21.77,74.95,355.08,221.61,2.53,0.5125,2460870.56,2025-07-14.0,703,1.92,0.365,142,2.8,4.14,7.3e-08,2.7e-08,1.2e-07,1.2e-05,2.3e-05,2.6e-05,4.9e-05,4.5e-08,1.4e-08,1.0e-04,1.9e-05,APO,"Otto Matic",2278,2014-03-01,2020-05-26,92,,,0,.61208,,,,,,,,,
"468446 (2002 XX4)",,,20468446,468446,,,Y,N,0,19.95,,,,,,,,,,,,,,,,,"JPL 20",2460600.5,60600,2024-10-17.0,J2000,0.2838,1.79,1.282,25.61,74.05,287.10,91.78,2.30,0.4117,2460377.57,2024-03-08.0,874,2.39,0.448,174,3.4,3.92,1.6e-07,8.3e-09,2.9e-07,4.6e-05,1.8e-05,7.5e-05,7.5e-05,1.1e-08,2.9e-09,1.8e-04,6.1e-06,AMO,"Otto Matic",6823,2002-12-05,2021-08-10,89,,,0,.56078,,,,,,,,,
"468448 (2003 LS3)",,,20468448,468448,,,Y,N,0,17.94,,,,,,,,,,5.325,,,,,,,"JPL 130",2460600.5,60600,2024-10-17.0,J2000,0.5272,2.649,1.252,9.57,157.95,175.27,319.91,4.05,0.2286,2460775.87,2025-04-10.3,1.57e+03,4.31,0.243,94.5,1.35,3.16,3.2e-08,5.7e-09,8.4e-08,4.1e-06,1.6e-05,1.8e-05,5.2e-06,8.8e-09,7.4e-10,2.3e-05,5.1e-06,AMO,"Otto Matic",6197,2003-06-04,2020-05-22,619,,,0,.4415,,,,,,,,,
"468452 (2003 SD170)",,,20468452,468452,,,Y,N,0,19.19,,,,,,,,,,,,,,,,,"JPL 48",2460600.5,60600,2024-10-17.0,J2000,0.4701,2.2,1.166,8.25,278.56,356.80,200.74,3.23,0.3021,2461127.60,2026-03-28.1,1.19e+03,3.26,0.15,58.5,1.91,3.5,9.3e-08,1.5e-08,2.1e-07,8.5e-06,4.8e-05,5.8e-05,1.3e-05,2.1e-08,3.0e-09,4.2e-05,1.2e-05,AMO,"Otto Matic",4773,2003-09-22,2016-10-16,171,,,0,.56975,,,,,,,,,
"468462 (2004 BS102)",,,20468462,468462,,,Y,N,0,19.21,,,,,,,,,,,,,,,,,"JPL 46",2460600.5,60600,2024-10-17.0,J2000,0.3853,1.706,1.049,25.65,126.78,244.81,178.94,2.36,0.4423,2460195.93,2023-09-08.4,814,2.23,0.192,74.8,3.31,4,5.0e-08,6.3e-09,8.3e-08,1.3e-05,1.3e-05,1.9e-05,1.3e-05,8.7e-09,2.5e-09,2.8e-05,4.5e-06,AMO,"Otto Matic",7308,2004-01-30,2024-02-02,161,,,0,.37028,,,,,,,,,
"468468 (2004 KH17)",,,20468468,468468,,,Y,Y,0,21.98,,,,,,,0.197,,0.072,,,,,,,0.01,"JPL 58",2460600.5,60600,2024-10-17.0,J2000,0.4982,0.7121,0.357,22.13,79.12,340.72,176.08,1.07,1.64,2460493.14,2024-07-01.6,220,0.601,0.00231,0.9,4.27,7.9,1.1e-07,5.3e-09,7.4e-08,3.2e-05,1.2e-05,1.6e-05,4.8e-05,8.0e-09,1.8e-08,2.9e-05,2.5e-06,ATE,"Otto Matic",6580,2004-05-29,2022-06-04,229,1,0,0,.40339,,,,-6.2e-14,5.9e-15,,,,
"468481 (2004 TP20)",,,20468481,468481,,,Y,N,0,20.05,,,,,,,,,,6.78,,,,,,,"JPL 63",2460600.5,60600,2024-10-17.0,J2000,0.3510,1.344,0.872,25.37,213.49,264.91,251.11,1.82,0.6326,2460772.63,2025-04-07.1,569,1.56,0.117,45.5,3.53,4.73,2.9e-08,1.3e-09,3.9e-08,9.4e-06,6.3e-06,1.2e-05,1.3e-05,1.8e-09,9.3e-10,2.0e-05,8.4e-07,APO,"Otto Matic",6432,2004-10-15,2022-05-26,280,,,0,.47619,,,,,,,,,
"468540 (2006 MD12)",,,20468540,468540,,,Y,N,0,19.45,,,,,,,,,,,,,,,,,"JPL 79",2460600.5,60600,2024-10-17.0,J2000,0.6052,0.8386,0.331,27.27,291.81,174.56,148.95,1.35,1.283,2460484.44,2024-06-22.9,281,0.768,0.228,88.7,3.81,6.77,1.9e-07,2.1e-09,1.6e-07,2.1e-05,7.8e-06,1.7e-05,4.9e-05,3.3e-09,4.7e-09,3.8e-05,1.0e-06,ATE,"Otto Matic",5912,2006-06-20,2022-08-27,377,,,0,.55799,,,,,,,,,
"468541 (2006 QA31)",,,20468541,468541,,,Y,N,0,20.05,,,,,,,,,,,,,,,,,"JPL 55",2460600.5,60600,2024-10-17.0,J2000,0.4577,1.198,0.650,11.86,95.81,358.58,237.19,1.75,0.7518,2460763.85,2025-03-29.3,479,1.31,0.205,79.6,3.46,5.18,3.5e-08,3.2e-09,4.2e-08,4.9e-06,2.0e-05,2.3e-05,2.1e-05,4.6e-09,3.0e-09,2.9e-05,1.9e-06,APO,"Otto Matic",6527,2006-08-23,2024-07-06,202,,,0,.47382,,,,,,,,,
"468583 (2007 LS)",,,20468583,468583,,,Y,N,0,18.10,,,,,,,,,,,,,,,,,"JPL 59",2460600.5,60600,2024-10-17.0,J2000,0.6816,2.695,0.858,6.38,200.92,168.66,292.47,4.53,0.2228,2460903.57,2025-08-16.0,1.62e+03,4.42,0.0621,24.2,0.955,2.98,2.3e-08,3.4e-08,6.2e-08,7.0e-06,1.2e-04,1.1e-04,1.3e-05,5.8e-08,4.3e-09,6.2e-05,3.1e-05,APO,"Otto Matic",3520,2007-06-08,2017-01-26,239,,,0,.51656,,,,,,,,,
"468681 (2009 MZ6)",,,20468681,468681,,,Y,N,0,20.50,,,,,,,,,,,,,,,,,"JPL 54",2460600.5,60600,2024-10-17.0,J2000,0.4509,2.315,1.271,5.94,134.07,151.43,125.11,3.36,0.2798,2460153.30,2023-07-27.8,1.29e+03,3.52,0.261,102,1.84,3.43,9.0e-08,8.4e-09,2.1e-07,4.3e-06,4.6e-05,5.9e-05,1.2e-05,1.2e-08,1.5e-09,4.3e-05,7.0e-06,AMO,"Otto Matic",7637,2002-08-18,2023-07-16,198,,,0,.45737,,,,,,,,,
"468684 (2009 QY33)",,,20468684,468684,,,Y,N,0,19.67,,,,,,,,,,,,,,,,,"JPL 67",2460600.5,60600,2024-10-17.0,J2000,0.2829,1.473,1.056,23.01,162.04,285.62,93.17,1.89,0.5512,2460431.47,2024-04-30.9,653,1.79,0.226,88,3.42,4.47,4.4e-08,6.1e-09,6.3e-08,1.2e-05,1.3e-05,2.6e-05,1.6e-05,7.8e-09,3.4e-09,2.8e-05,4.1e-06,AMO,"Otto Matic",7426,2003-03-24,2023-07-23,277,,,0,.63019,,,,,,,,,
"468727 (2010 JE87)",,,20468727,468727,,,Y,Y,0,20.77,,,,,,,0.308,,0.108,,,,,,,0.02,"JPL 52",2460600.5,60600,2024-10-17.0,J2000,0.4370,0.9042,0.509,16.91,120.47,242.31,194.33,1.30,1.146,2460745.02,2025-03-10.5,314,0.86,0.0347,13.5,4.19,6.47,1.1e-07,4.3e-09,9.7e-08,1.7e-05,3.3e-05,2.6e-05,2.3e-05,6.2e-09,8.2e-09,2.1e-05,2.3e-06,ATE,"Otto Matic",4392,2010-05-10,2022-05-19,190,0,2,0,.3445,,,,,,,,,
"468730 (2010 MN51)",,,20468730,468730,,,Y,N,0,18.36,,,,,,,,,,,,,,,,,"JPL 119",2460600.5,60600,2024-10-17.0,J2000,0.2443,1.595,1.206,33.62,139.00,113.87,77.06,1.99,0.4891,2460442.94,2024-05-12.4,736,2.02,0.326,127,3.45,4.16,1.2e-07,5.5e-09,1.9e-07,1.4e-05,5.7e-06,4.1e-05,2.4e-05,6.8e-09,2.5e-09,4.9e-05,3.8e-06,AMO,"Otto Matic",5215,2010-06-23,2024-10-02,614,,,0,.39873,,,,,,,,,
